DIRCE REIS;JALES
JALES;JALES
MESÓPOLIS;JALES
PARANAPUÃ;JALES
PONTALINDA;JALES
SANTA ALBERTINA;JALES
VITÓRIA BRASIL;JALES
JANDIRA;JANDIRA
JARDINÓPOLIS;JARDINÓPOLIS
JARINU;JARINU
BOCAINA;JAÚ
ITAPUÍ;JAÚ
JAÚ;JAÚ
MINEIROS DO TIETÊ;JAÚ
ADOLFO;JOSÉ BONIFÁCIO
JOSÉ BONIFÁCIO;JOSÉ BONIFÁCIO
MENDONÇA;JOSÉ BONIFÁCIO
UBARANA;JOSÉ BONIFÁCIO
JUNDIAÍ;JUNDIAÍ
JUNQUEIRÓPOLIS;JUNQUEIRÓPOLIS
JUQUIÁ;JUQUIÁ
LARANJAL PAULISTA;LARANJAL PAULISTA
LEME;LEME
SANTA CRUZ DA CONCEIÇÃO;LEME
BOREBI;LENÇÓIS PAULISTA
LENÇÓIS PAULISTA;LENÇÓIS PAULISTA
IRACEMÁPOLIS;LIMEIRA
LIMEIRA;LIMEIRA
GUAIÇARA;LINS
LINS;LINS
SABINO;LINS
CANAS;LORENA
LORENA;LORENA
LOUVEIRA;LOUVEIRA
INÚBIA PAULISTA;LUCÉLIA
LUCÉLIA;LUCÉLIA
PRACINHA;LUCÉLIA
MACATUBA;MACATUBA
MACAUBAL;MACAUBAL
SEBASTIANÓPOLIS DO SUL;MACAUBAL
UNIÃO PAULISTA;MACAUBAL
ALUMÍNIO;MAIRINQUE
MAIRINQUE;MAIRINQUE
MAIRIPORÃ;MAIRIPORÃ
CRUZÁLIA;MARACAÍ
MARACAÍ;MARACAÍ
PEDRINHAS PAULISTA;MARACAÍ
MARÍLIA;MARÍLIA
OCAUÇU;MARÍLIA
VERA CRUZ;MARÍLIA
INDIANA;MARTINÓPOLIS
MARTINÓPOLIS;MARTINÓPOLIS
DOBRADA;MATÃO
MATÃO;MATÃO
MAUÁ;MAUÁ
MIGUELÓPOLIS;MIGUELÓPOLIS
MIRACATU;MIRACATU
GUARAÇAÍ;MIRANDÓPOLIS
LAVÍNIA;MIRANDÓPOLIS
MIRANDÓPOLIS;MIRANDÓPOLIS
MIRANTE DO PARANAPANEMA;MIRANTE DO PARANAPANEMA
BÁLSAMO;MIRASSOL
JACI;MIRASSOL
MIRASSOL;MIRASSOL
MIRASSOLÂNDIA;MIRASSOL
MOCOCA;MOCOCA
BIRITIBA-MIRIM;MOGI DAS CRUZES
MOGI DAS CRUZES;MOGI DAS CRUZES
ESTIVA GERBI;MOGI GUAÇU
MOGI GUAÇU;MOGI GUAÇU
MOJI MIRIM;MOGI MIRIM
MONGAGUÁ;MONGAGUÁ
MONTE ALTO;MONTE ALTO
MONTE APRAZÍVEL;MONTE APRAZÍVEL
NIPOÃ;MONTE APRAZÍVEL
POLONI;MONTE APRAZÍVEL
MONTE AZUL PAULISTA;MONTE AZUL PAULISTA
PARAÍSO;MONTE AZUL PAULISTA
ELIAS FAUSTO;MONTE MOR
MONTE MOR;MONTE MOR
MORRO AGUDO;MORRO AGUDO
NAZARÉ PAULISTA;NAZARÉ PAULISTA
BOM JESUS DOS PERDÕES;NAZARÉ PAULISTA
NEVES PAULISTA;NEVES PAULISTA
FLOREAL;NHANDEARA
GASTÃO VIDIGAL;NHANDEARA
MAGDA;NHANDEARA
MONÇÕES;NHANDEARA
NHANDEARA;NHANDEARA
NOVA LUZITÂNIA;NHANDEARA
ICéM;NOVA GRANADA
NOVA GRANADA;NOVA GRANADA
ONDA VERDE;NOVA GRANADA
NOVA ODESSA;NOVA ODESSA
NOVO HORIZONTE;NOVO HORIZONTE
NUPORANGA;NUPORANGA
SALES OLIVEIRA;NUPORANGA
ALTAIR;OLÍMPIA
CAJOBI;OLÍMPIA
EMBAÚBA;OLÍMPIA
GUARACI;OLÍMPIA
OLÍMPIA;OLÍMPIA
SEVERÍNIA;OLÍMPIA
ORLÂNDIA;ORLÂNDIA
OSASCO;OSASCO
OSVALDO CRUZ;OSVALDO CRUZ
PARAPUÃ;OSVALDO CRUZ
SAGRES;OSVALDO CRUZ
SALMOURÃO;OSVALDO CRUZ
OURINHOS;OURINHOS
RIBEIRÃO DO SUL;OURINHOS
SALTO GRANDE;OURINHOS
OUROESTE;OUROESTE
GUARANI D'OESTE;OUROESTE
INDIAPORÃ;OUROESTE
FLORA RICA;PACAEMBU
IRAPURU;PACAEMBU
PACAEMBU;PACAEMBU
PALESTINA;PALESTINA
MARINÓPOLIS;PALMEIRA D’OESTE
SÃO FRANCISCO;PALMEIRA D’OESTE
APARECIDA D'OESTE;PALMEIRA D'OESTE
PALMEIRA D'OESTE;PALMEIRA D'OESTE
CAMPOS NOVOS PAULISTA;PALMITAL
IBIRAREMA;PALMITAL
PALMITAL;PALMITAL
PLATINA;PALMITAL
PANORAMA;PANORAMA
PAULICÉIA;PANORAMA
SANTA MERCEDES;PANORAMA
BORÁ;PARAGUAÇU PAULISTA
LUTÉCIA;PARAGUAÇU PAULISTA
OSCAR BRESSANE;PARAGUAÇU PAULISTA
PARAGUAÇU PAULISTA;PARAGUAÇU PAULISTA
NATIVIDADE DA SERRA;PARAIBUNA
PARAIBUNA;PARAIBUNA
PARANAPANEMA;PARANAPANEMA
PARIQUERA-AÇU;PARIQUERA-AÇU
ITIRAPUÃ;PATROCÍNIO PAULISTA
PATROCÍNIO PAULISTA;PATROCÍNIO PAULISTA
PAULÍNIA;PAULÍNIA
ORINDIÚVA;PAULO DE FARIA
PAULO DE FARIA;PAULO DE FARIA
RIOLÂNDIA;PAULO DE FARIA
BORACÉIA;PEDERNEIRAS
PEDERNEIRAS;PEDERNEIRAS
JERIQUARA;PEDREGULHO
PEDREGULHO;PEDREGULHO
RIFAINA;PEDREGULHO
PEDREIRA;PEDREIRA
ALTO ALEGRE;PENÁPOLIS
AVANHANDAVA;PENÁPOLIS
BARBOSA;PENÁPOLIS
BRAúNA;PENÁPOLIS
GLICÉRIO;PENÁPOLIS
LUIZIÂNIA;PENÁPOLIS
PENÁPOLIS;PENÁPOLIS
PEREIRA BARRETO;PEREIRA BARRETO
SUD MENNUCCI;PEREIRA BARRETO
SUZANÁPOLIS;PEREIRA BARRETO
PERUÍBE;PERUÍBE
PIEDADE;PIEDADE
TAPIRAÍ;PIEDADE
PILAR DO SUL;PILAR DO SUL
PINDAMONHANGABA;PINDAMONHANGABA
PINHALZINHO;PINHALZINHO
PIQUETE;PIQUETE
JOANÓPOLIS;PIRACAIA
PIRACAIA;PIRACAIA
CHARQUEADA;PIRACICABA
PIRACICABA;PIRACICABA
SALTINHO;PIRACICABA
MANDURI;PIRAJU
ÓLEO;PIRAJU
PIRAJU;PIRAJU
SARUTAIÁ;PIRAJU
TEJUPÁ;PIRAJU
TIMBURI;PIRAJU
BALBINOS;PIRAJUÍ
PIRAJUÍ;PIRAJUÍ
PONGAÍ;PIRAJUÍ
PRESIDENTE ALVES;PIRAJUÍ
REGINÓPOLIS;PIRAJUÍ
URU;PIRAJUÍ
PIRANGI;PIRANGI
VISTA ALEGRE DO ALTO;PIRANGI
ESTRELA DO NORTE;PIRAPOZINHO
NARANDIBA;PIRAPOZINHO
PIRAPOZINHO;PIRAPOZINHO
SANDOVALINA;PIRAPOZINHO
TARABAi;PIRAPOZINHO
PIRASSUNUNGA;PIRASSUNUNGA
PIRATININGA;PIRATININGA
PITANGUEIRAS;PITANGUEIRAS
TAQUARAL;PITANGUEIRAS
POÁ;POÁ
ORIENTE;POMPÉIA
POMPÉIA;POMPÉIA
QUINTANA;POMPÉIA
PONTAL;PONTAL
BOFETE;PORANGABA
PORANGABA;PORANGABA
TORRE DE PEDRA;PORANGABA
GUAREÍ;PORANGABA
PORTO FELIZ;PORTO FELIZ
PORTO FERREIRA;PORTO FERREIRA
POTIRENDABA;POTIRENDABA
NOVA ALIANÇA;POTIRENDABA
PRAIA GRANDE;PRAIA GRANDE
EMILIANÓPOLIS;PRESIDENTE BERNARDES
PRESIDENTE BERNARDES;PRESIDENTE BERNARDES
CAIUÁ;PRESIDENTE EPITÁCIO
PRESIDENTE EPITÁCIO;PRESIDENTE EPITÁCIO
ALFREDO MARCONDES;PRESIDENTE PRUDENTE
ÁLVARES MACHADO;PRESIDENTE PRUDENTE
ANHUMAS;PRESIDENTE PRUDENTE
PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE
SANTO EXPEDITO;PRESIDENTE PRUDENTE
MARABÁ PAULISTA;PRESIDENTE VENCESLAU
PRESIDENTE VENCESLAU;PRESIDENTE VENCESLAU
PROMISSÃO;PROMISSÃO
JOÃO RAMALHO;QUATÁ
QUATÁ;QUATÁ
AREIAS;QUELUZ
QUELUZ;QUELUZ
RANCHARIA;RANCHARIA
CAIABU;REGENTE FEIJÓ
REGENTE FEIJÓ;REGENTE FEIJÓ
TACIBA;REGENTE FEIJÓ
REGISTRO;REGISTRO
SETE BARRAS;REGISTRO
BOA ESPERANÇA DO SUL;RIBEIRÃO BONITO
DOURADO;RIBEIRÃO BONITO
RIBEIRÃO BONITO;RIBEIRÃO BONITO
TRABIJU;RIBEIRÃO BONITO
RIBEIRÃO PIRES;RIBEIRÃO PIRES
GUATAPARÁ;RIBEIRÃO PRETO
RIBEIRÃO PRETO;RIBEIRÃO PRETO
CORUMBATAÍ;RIO CLARO
IPEúNA;RIO CLARO
RIO CLARO;RIO CLARO
SANTA GERTRUDES;RIO CLARO
RIO DAS PEDRAS;RIO DAS PEDRAS
RIO GRANDE DA SERRA;RIO GRANDE DA SERRA
ROSANA;ROSANA
ROSEIRA;ROSEIRA
SALESÓPOLIS;SALESÓPOLIS
SALTO;SALTO
SALTO DE PIRAPORA;SALTO DE PIRAPORA
ARIRANHA;SANTA ADÉLIA
PALMARES PAULISTA;SANTA ADÉLIA
SANTA ADÉLIA;SANTA ADÉLIA
SANTA BÁRBARA D'OESTE;SANTA BÁRBARA D'OESTE
SANTA BRANCA;SANTA BRANCA
SANTA CRUZ DAS PALMEIRAS;SANTA CRUZ DAS PALMEIRAS
ESPÍRITO SANTO DO TURVO;SANTA CRUZ DO RIO PARDO
SANTA CRUZ DO RIO PARDO;SANTA CRUZ DO RIO PARDO
SÃO PEDRO DO TURVO;SANTA CRUZ DO RIO PARDO
NOVA CANAÃ PAULISTA;SANTA FÉ DO SUL
RUBINÉIA;SANTA FÉ DO SUL
SANTA CLARA D'OESTE;SANTA FÉ DO SUL
SANTA FÉ DO SUL;SANTA FÉ DO SUL
SANTA RITA D'OESTE;SANTA FÉ DO SUL
SANTANA DA PONTE PENSA;SANTA FÉ DO SUL
TRÊS FRONTEIRAS;SANTA FÉ DO SUL
IGARATÁ;SANTA ISABEL
SANTA ISABEL;SANTA ISABEL
SANTA RITA DO PASSA QUATRO;SANTA RITA DO PASSA QUATRO
SANTA ROSA De VITERBO;SANTA ROSA DO VITERBO
SANTANA DE PARNAÍBA;SANTANA DE PARNAÍBA
PIQUEROBI;SANTO ANASTÁCIO
RIBEIRÃO DOS ÍNDIOS;SANTO ANASTÁCIO
SANTO ANASTÁCIO;SANTO ANASTÁCIO
SANTO ANDRÉ;SANTO ANDRÉ
SANTOS;SANTOS
SANTO ANTôNIO DO PINHAL;SÃO BENTO DO SAPUCAÍ
SÃO BENTO DO SAPUCAÍ;SÃO BENTO DO SAPUCAÍ
SÃO BERNARDO DO CAMPO;SÃO BERNARDO DO CAMPO
SÃO CAETANO DO SUL;SÃO CAETANO DO SUL
SÃO CARLOS;SÃO CARLOS
ÁGUAS DA PRATA;SÃO JOÃO DA BOA VISTA
SÃO JOÃO DA BOA VISTA;SÃO JOÃO DA BOA VISTA
SÃO JOAQUIM DA BARRA;SÃO JOAQUIM DA BARRA
SÃO JOSÉ DO RIO PARDO;SÃO JOSÉ DO RIO PARDO
BADY BASSITT;SÃO JOSÉ DO RIO PRETO
CEDRAL;SÃO JOSÉ DO RIO PRETO
GUAPIAÇU;SÃO JOSÉ DO RIO PRETO
IPIGUÁ;SÃO JOSÉ DO RIO PRETO
SÃO JOSÉ DO RIO PRETO;SÃO JOSÉ DO RIO PRETO
UCHoA;SÃO JOSÉ DO RIO PRETO
MONTEIRO LOBATO;SÃO JOSÉ DOS CAMPOS
SÃO JOSÉ DOS CAMPOS;SÃO JOSÉ DOS CAMPOS
SÃO LUís DO PARAITINGA;SÃO LUÍS DO PARAITINGA
LAGOINHA;SÃO LUIZ DO PARAITINGA
AREIÓPOLIS;SÃO MANUEL
PRATÂNIA;SÃO MANUEL
SÃO MANUEL;SÃO MANUEL
SÃO MIGUEL ARCANJO;SÃO MIGUEL ARCANJO
SÃO PAULO;SÃO PAULO
ÁGUAS DE SÃO PEDRO;SÃO PEDRO
SANTA MARIA DA SERRA;SÃO PEDRO
SÃO PEDRO;SÃO PEDRO
ARAÇARIGUAMA;SÃO ROQUE
SÃO ROQUE;SÃO ROQUE
SÃO SEBASTIÃO;SÃO SEBASTIÃO
DIVINOLÂNDIA;SÃO SEBASTIÃO DA GRAMA
SÃO SEBASTIÃO DA GRAMA;SÃO SEBASTIÃO DA GRAMA
LUís ANTôNIO;SÃO SIMÃO
SÃO SIMÃO;SÃO SIMÃO
SÃO VICENTE;SÃO VICENTE
SERRA NEGRA;SERRA NEGRA
SERRANA;SERRANA
BARRINHA;SERTÃOZINHO
DUMONT;SERTÃOZINHO
SERTÃOZINHO;SERTÃOZINHO
SOCORRO;SOCORRO
ARAÇOIABA DA SERRA;SOROCABA
SOROCABA;SOROCABA
SUMARÉ;SUMARÉ
SUZANO;SUZANO
CATIGUÁ;TABAPUÃ
NOVAIS;TABAPUÃ
TABAPUÃ;TABAPUÃ
TABOÃO DA SERRA;TABOÃO DA SERRA
TAMBAÚ;TAMBAÚ
AMÉRICO DE CAMPOS;TANABI
COSMORAMA;TANABI
TANABI;TANABI
CÂNDIDO RODRIGUES;TAQUARITINGA
FERNANDO PRESTES;TAQUARITINGA
SANTA ERNESTINA;TAQUARITINGA
TAQUARITINGA;TAQUARITINGA
CORONEL MACEDO;TAQUARITUBA
TAQUARITUBA;TAQUARITUBA
CAPELA DO ALTO;TATUÍ
CESÁRIO LANGE;TATUÍ
QUADRA;TATUÍ
TATUÍ;TATUÍ
REDENÇÃO DA SERRA;TAUBATÉ
TAUBATÉ;TAUBATÉ
EUCLIDES DA CUNHA PAULISTA;TEODORO SAMPAIO
TEODORO SAMPAIO;TEODORO SAMPAIO
JUMIRIM;TIETÊ
TIETÊ;TIETÊ
TREMEMBÉ;TREMEMBÉ
ARCO-ÍRIS;TUPÃ
HERCULÂNDIA;TUPÃ
QUEIROZ;TUPÃ
RINÓPOLIS;TUPÃ
TUPÃ;TUPÃ
MONTE CASTELO;TUPI PAULISTA
NOVA GUATAPORANGA;TUPI PAULISTA
SÃO JOÃO DO PAU D'ALHO;TUPI PAULISTA
TUPI PAULISTA;TUPI PAULISTA
UBATUBA;UBATUBA
ASPÁSIA;URÂNIA
SANTA SALETE;URÂNIA
URÂNIA;URÂNIA
IRAPUÃ;URUPÊS
SALES;URUPÊS
URUPÊS;URUPÊS
VALINHOS;VALINHOS
BENTO DE ABREU;VALPARAÍSO
VALPARAÍSO;VALPARAÍSO
VARGEM GRANDE DO SUL;VARGEM GRANDE DO SUL
VARGEM GRANDE PAULISTA;VARGEM GRANDE PAULISTA
VÁRZEA PAULISTA;VÁRZEA PAULISTA
VINHEDO;VINHEDO
TERRA ROXA;VIRADOURO
VIRADOURO;VIRADOURO
VOTORANTIM;VOTORANTIM
VILA MIMOSA;VILA MIMOSA
ÁLVARES FLORENCE;VOTUPORANGA
PARISI;VOTUPORANGA
VALENTIM GENTIL;VOTUPORANGA
VOTUPORANGA;VOTUPORANGA
